,GLCM_Pan,Mean_G,Mean_R,Mean_NIR,SD_Plan,TARGET
1001,113.460203,418.068182,334.5,437.613636,12.219244,1
1002,119.592391,166.0,98.652174,218.478261,27.152722,1
1003,150.380682,278.818182,172.181818,339.181818,19.740883,1
1004,109.330986,332.444444,221.0,374.0,44.981478,1
1005,143.07767,424.923077,330.923077,460.769231,34.414803,1
1006,128.24248,199.347826,92.434783,264.695652,15.653543,1
1007,156.109375,326.0,263.75,360.5,33.081103,1
1008,128.412595,212.793103,95.793103,332.0,18.490807,1
1009,129.859833,269.666667,158.0,348.633333,15.407213,1
1010,148.5,254.0,153.0,371.0,22.076232,1
1011,130.536765,240.0,149.941177,179.117647,18.839148,1
1012,118.530667,430.574468,328.404255,443.638298,33.219587,1
1013,92.3125,256.0,146.0,319.0,22.948638,1
1014,149.225225,250.952381,148.952381,379.095238,27.953882,1
1015,0.0,328.0,223.0,384.0,0.0,1
1016,183.28125,328.0,223.0,384.0,7.0,1
1017,114.460938,190.0,82.0,149.25,9.164938,1
1018,160.894531,609.375,483.5,694.9375,27.834051,1
1019,142.022792,279.272727,168.181818,407.5,18.011303,1
1020,112.048077,252.461539,144.384615,375.692308,24.609134,1
1021,120.802521,235.866667,119.866667,269.4,16.71513,1
1022,126.505089,188.32,79.9,242.2,12.66908,1
1023,120.233957,311.531915,201.680851,433.340426,38.814296,1
1024,100.710938,264.625,140.75,381.75,9.192388,1
1025,123.821429,875.714286,727.571429,943.0,41.887118,1
1026,87.671875,361.0,241.0,408.0,22.038319,1
1027,111.613636,297.363636,200.818182,418.757576,30.864585,1
1028,142.319853,322.235294,221.0,354.764706,37.519361,1
1029,120.015625,857.5,710.5,928.0,28.044607,1
1030,124.395833,893.333333,746.333333,932.333333,57.43402,1
1031,69.545455,710.0,579.0,731.0,0.0,1
1032,120.8625,688.4,533.4,706.4,45.000444,1
1033,121.0375,377.3,289.1,386.0,14.847222,1
1034,96.388889,836.777778,675.111111,877.888889,51.103623,1
1035,115.378947,819.916667,639.25,841.0,46.060573,1
1036,112.25,686.0,528.333333,703.666667,43.774676,1
1037,128.919643,323.714286,223.857143,353.0,10.47251,1
1038,124.343494,239.240741,116.37037,441.537037,25.26456,1
1039,113.738676,260.333333,149.666667,354.333333,18.278706,1
1040,123.977431,412.083333,304.888889,420.527778,45.893765,1
1041,153.414063,356.5,231.5,359.0,26.129485,1
1042,71.71875,346.0,217.0,376.0,31.5,1
1043,183.28125,344.0,223.0,457.0,2.0,1
1044,125.667712,236.6,133.325,372.55,20.147441,1
1045,51.0,346.0,217.0,376.0,0.0,1
1046,71.71875,309.0,223.0,425.0,13.5,1
1047,88.40625,264.0,142.0,502.0,3.561952,1
1048,147.601563,465.125,319.9375,513.1875,25.88549,1
1049,127.046875,779.0,601.0,789.0,23.413404,1
1050,121.140625,797.0,608.0,819.0,74.878234,1
1051,154.158683,291.809524,178.142857,374.476191,17.247038,1
1052,76.515625,326.0,228.0,357.5,17.078861,1
1053,178.796875,326.0,228.0,357.5,14.941553,1
1054,114.109319,281.485714,170.657143,369.542857,19.75036,1
1055,145.35,285.733333,185.466667,397.088889,26.044084,1
1056,132.187097,282.25641,174.692308,419.666667,29.887363,1
1057,127.790387,385.212766,287.148936,423.489362,34.228468,1
1058,142.817544,213.888889,116.0,203.055556,10.434984,1
1059,133.591122,238.481482,121.740741,637.518519,29.443396,1
1060,122.745474,267.677966,162.949153,438.40678,19.514857,1
1061,148.607639,293.444444,204.111111,347.5,44.786186,1
1062,127.5125,291.4,217.4,323.8,40.877378,1
1063,102.229167,289.333333,179.555556,431.444444,19.612921,1
1064,110.179894,288.75,173.333333,360.25,12.893528,1
1065,149.55625,304.0,210.2,308.2,29.863188,1
1066,129.228659,251.804878,150.707317,257.146342,20.399899,1
1067,147.597403,229.6,110.6,575.2,22.2623,1
1068,100.6875,234.142857,113.285714,591.857143,27.655313,1
1069,113.907738,288.047619,180.52381,409.666667,29.925304,1
1070,123.965035,278.222222,186.555556,300.555556,23.613725,1
1071,118.95082,266.217391,167.521739,505.913044,39.622367,1
1072,137.698925,262.0,154.828571,445.628571,18.245849,1
1073,143.927083,400.833333,307.0,425.916667,43.200035,1
1074,130.59322,200.135135,96.162162,307.0,24.56565,1
1075,147.846591,260.681818,152.727273,479.545455,24.990081,1
1076,138.845411,186.230769,83.076923,390.307692,21.343901,1
1077,130.956113,197.3,82.85,472.55,17.039586,1
1078,133.809352,194.057143,87.114286,376.657143,19.913814,1
1079,117.558791,203.607143,87.392857,429.035714,24.808906,1
1080,150.101266,189.0,80.5,247.0,7.269113,1
1081,137.847826,200.846154,85.538462,409.538462,26.213507,1
1082,130.940559,218.111111,95.888889,538.277778,29.570015,1
1083,117.971545,223.83871,95.935484,583.258065,29.409626,1
1084,133.642857,214.333333,95.428571,355.904762,24.900983,1
1085,133.1825,204.6,96.84,481.28,40.273584,1
1086,114.013089,239.583333,114.25,748.958333,19.989407,1
1087,127.347368,237.785714,107.047619,709.214286,20.717857,1
1088,106.333333,229.272727,109.181818,610.272727,22.007512,1
1089,143.973822,230.125,102.541667,707.541667,20.123922,1
1090,140.959248,233.95,105.7,587.75,21.121731,1
1091,113.370629,250.703704,132.259259,532.407407,26.082543,1
1092,117.19931,215.010989,95.263736,676.505495,24.559375,1
1093,120.351604,227.085106,109.531915,568.468085,26.415183,1
1094,121.153506,237.885965,112.640351,783.77193,23.406588,1
1095,105.748691,234.0,104.75,638.75,20.340846,1
1096,137.066358,186.317073,85.95122,357.682927,10.836297,1
1097,125.788117,194.125,89.446429,380.982143,16.958373,1
1098,114.844262,232.391304,114.956522,509.108696,13.053257,1
1099,104.241722,222.157895,103.684211,511.894737,17.758303,1
1100,119.635417,208.333333,91.333333,480.333333,15.787653,1
1101,110.538462,221.111111,97.555556,538.222222,31.248111,1
1102,127.939891,219.26087,108.26087,444.826087,14.848447,1
1103,137.166052,217.117647,97.323529,456.705882,24.368353,1
1104,132.804688,245.25,115.125,690.125,25.332477,1
1105,135.191406,228.125,104.625,542.0,25.329624,1
1106,137.688112,204.222222,89.533333,388.777778,22.01555,1
1107,124.574219,207.9375,92.1875,421.1875,15.487394,1
1108,118.179348,240.086957,110.695652,648.26087,22.088069,1
1109,132.06129,227.512821,107.076923,455.128205,16.786551,1
1110,130.681035,179.545455,80.727273,317.818182,15.992832,1
1111,115.56875,224.3,104.4,526.1,21.334479,1
1112,130.27957,190.028571,82.285714,445.971429,20.054131,1
1113,128.361588,211.525424,96.762712,508.525424,23.210143,1
1114,138.048611,248.0,111.555556,725.222222,26.228813,1
1115,125.94517,227.791667,113.5625,476.041667,16.211653,1
1116,138.724138,215.727273,99.727273,473.272727,20.349021,1
1117,87.4375,212.0,96.0,538.0,16.132266,1
1118,137.842932,220.75,102.75,407.5,12.342058,1
1119,112.31003,224.761905,113.476191,471.476191,20.850075,1
1120,136.270936,187.0,85.538462,340.153846,20.938908,1
1121,127.259402,212.523077,98.692308,384.092308,21.404728,1
1122,113.153543,217.875,99.125,452.0,13.068181,1
1123,122.4875,231.6,107.8,569.4,11.976644,1
1124,145.485916,215.888889,98.888889,499.333333,7.475061,1
1125,135.096977,215.22,99.12,343.94,15.516817,1
1126,133.59375,227.0,107.0,533.0,25.760617,1
1127,113.94686,196.615385,89.153846,480.153846,28.798628,1
1128,87.3125,199.5,88.0,546.0,7.968689,1
1129,126.45,209.736842,96.315789,583.105263,10.199669,1
1130,136.77044,200.3,91.6,570.6,31.802358,1
1131,114.574661,243.964286,128.357143,466.321429,19.619077,1
1132,137.305714,237.863636,127.863636,419.772727,24.769182,1
1133,159.0875,229.9,125.0,358.3,9.656086,1
1134,115.048077,223.653846,97.115385,623.5,27.037012,1
1135,121.646648,220.0,106.622222,384.577778,14.658516,1
1136,119.799145,211.0,96.933333,384.733333,22.320295,1
1137,125.490015,240.341463,128.829268,435.756098,16.669228,1
1138,139.917847,191.0,82.26087,395.478261,18.921887,1
1139,124.937107,226.5,94.5,706.5,20.153164,1
1140,135.680653,204.981482,96.518519,303.166667,17.965636,1
1141,132.75,227.5,97.0,631.0,21.36196,1
1142,142.508108,234.685714,123.685714,447.228571,18.223689,1
1143,127.457237,187.105263,75.421053,384.210526,18.597054,1
1144,118.673387,218.548387,96.903226,558.548387,16.014951,1
1145,132.817961,236.788462,139.865385,302.269231,20.213752,1
1146,137.953704,238.5,148.285714,391.928571,12.436164,1
1147,118.389447,255.88,144.52,536.8,21.542665,1
1148,141.401575,230.75,115.875,517.375,25.143261,1
1149,183.28125,222.5,111.0,457.0,4.0,1
1150,119.22629,241.657895,128.684211,490.81579,20.93462,1
1151,116.965278,187.833333,76.944444,362.944444,22.956212,1
1152,98.301587,229.125,92.625,665.625,12.439227,1
1153,134.828656,200.627907,86.860465,525.511628,27.050821,1
1154,120.792593,286.196078,192.784314,437.372549,31.081592,1
1155,131.673077,229.307692,109.717949,458.666667,23.428209,1
1156,138.936364,214.142857,98.714286,394.857143,12.645883,1
1157,117.426136,246.818182,162.818182,327.818182,29.014388,1
1158,112.152778,258.555556,145.333333,578.555556,31.544452,1
1159,125.960036,254.887324,147.267606,418.0,19.645923,1
1160,130.364173,179.625,76.875,328.875,23.327827,1
1161,142.925,180.0,77.3,424.7,17.15838,1
1162,127.206278,260.178571,161.857143,415.464286,21.181281,1
1163,123.365819,267.133333,163.8,466.2,17.06522,1
1164,98.964286,186.714286,81.571429,491.285714,18.062251,1
1165,104.7,275.1,178.0,462.7,41.253,1
1166,137.940419,187.641026,80.307692,471.410256,22.548159,1
1167,132.994792,191.583333,85.083333,537.666667,21.312123,1
1168,111.366492,239.5,125.0,427.916667,13.652432,1
1169,132.335953,205.59375,91.40625,625.4375,25.788029,1
1170,124.525263,218.033333,94.166667,652.516667,23.042859,1
1171,136.234104,209.727273,92.090909,627.136364,18.576456,1
1172,137.275261,248.555556,140.0,366.833333,19.434362,1
1173,135.794454,231.48052,128.779221,367.662338,22.967495,1
1174,143.226994,254.645161,150.193548,437.258065,17.01869,1
1175,115.900154,248.560976,131.268293,519.195122,24.763486,1
1176,117.10582,244.083333,131.833333,394.666667,18.940697,1
1177,122.237978,236.078431,120.176471,403.117647,15.614173,1
1178,104.34375,251.25,136.0,423.25,24.489794,1
1179,111.309524,225.666667,92.047619,623.809524,19.870784,1
1180,136.766212,224.891892,97.756757,513.081081,25.193945,1
1181,142.829787,246.333333,129.333333,487.333333,18.60373,1
1182,133.171908,237.9,119.566667,505.033333,19.853043,1
1183,135.916107,251.789474,143.578947,515.157895,13.465664,1
1184,103.925,250.5,152.0,472.0,18.179384,1
1185,110.642105,209.333333,96.0,571.777778,22.115368,1
1186,135.12605,209.333333,94.533333,536.466667,38.743602,1
1187,119.244792,240.25,143.916667,424.0,16.44245,1
1188,135.843818,214.241379,102.103448,638.103448,24.826389,1
1189,138.482143,208.413044,88.456522,460.826087,17.490964,1
1190,99.1875,250.5,135.0,527.0,17.752152,1
1191,122.041254,237.394737,140.894737,415.578947,19.679707,1
1192,149.596591,242.090909,147.636364,438.181818,12.757108,1
1193,137.234375,226.5625,121.875,449.5,18.072662,1
1194,124.75,232.607143,119.142857,489.428571,16.82973,1
1195,130.034722,245.833333,125.888889,565.888889,14.900364,1
1196,124.376128,196.736264,85.32967,531.659341,21.992138,1
1197,112.673838,206.342466,88.767123,567.383562,27.817071,1
1198,119.345029,255.313954,122.383721,796.27907,19.314808,1
1199,104.027859,265.534884,121.232558,829.162791,14.900209,1
1200,135.576563,243.925,109.925,601.675,37.473691,1
1201,126.996,259.851064,123.446809,809.170213,12.075363,1
1202,129.842995,228.076923,107.384615,551.346154,38.527732,1
1203,136.600303,203.024096,87.590361,494.144578,21.556773,1
1204,113.203125,251.40625,114.21875,677.5,31.666166,1
1205,131.555394,185.837209,77.953488,341.255814,22.77009,1
1206,112.700627,214.025,91.45,603.05,29.392176,1
1207,137.698376,265.222222,116.074074,814.148148,23.392518,1
1208,136.519868,216.631579,101.421053,474.894737,24.044626,1
1209,136.577206,268.352941,118.470588,821.352941,26.231469,1
1210,119.987903,196.967742,85.451613,485.290323,30.437121,1
1211,135.039443,241.62963,115.444444,829.481482,14.834894,1
1212,114.849246,240.24,115.68,888.12,20.584421,1
1213,137.841897,190.0,92.75,309.75,13.604773,1
1214,136.377841,209.5,96.772727,461.909091,25.130568,1
1215,131.164773,228.909091,103.636364,546.0,26.207059,1
1216,110.488281,230.0625,103.875,543.8125,26.564706,1
1217,128.58724,245.4375,112.479167,634.104167,21.8882,1
1218,137.305263,220.666667,110.0,494.333333,28.388671,1
1219,135.409836,194.548387,87.612903,332.548387,21.1577,1
1220,110.657658,190.285714,78.5,417.071429,28.794486,1
1221,139.218519,256.058824,119.705882,781.0,33.274365,1
1222,103.149606,240.6875,117.875,561.8125,20.719009,1
1223,133.451087,247.434783,120.173913,572.347826,20.497406,1
1224,127.096429,239.571429,109.4,718.771429,20.810005,1
1225,96.113475,233.444444,103.0,684.555556,9.867017,1
1226,107.170455,246.0,114.545455,727.454546,15.970531,1
1227,141.1875,226.333333,107.0,568.0,28.871362,1
1228,126.883929,262.857143,113.857143,762.857143,46.192145,1
1229,113.289474,247.333333,110.291667,707.416667,31.555397,1
1230,142.901575,233.953125,104.265625,582.390625,19.922206,1
1231,117.114583,235.5,109.0,663.75,19.035603,1
1232,129.776042,224.75,101.166667,462.0,36.313068,1
1233,139.536458,212.25,92.833333,392.0,29.30965,1
1234,141.559702,211.823529,93.352941,555.0,22.335752,1
1235,125.041667,216.166667,94.583333,550.75,25.322606,1
1236,113.645833,213.0,99.0,414.0,36.03432,1
1237,113.138801,196.6,84.1,383.55,19.721245,1
1238,117.796875,211.25,98.625,501.875,30.438206,1
1239,144.720588,212.058824,90.235294,585.294118,20.770621,1
1240,183.28125,233.0,108.0,616.0,9.5,1
1241,153.8125,239.25,116.25,538.5,12.65652,1
1242,111.839286,203.142857,91.142857,575.714286,15.67609,1
1243,114.213837,228.533333,105.466667,756.933333,25.899914,1
1244,116.083333,219.444444,99.333333,440.666667,53.195191,1
1245,130.004,186.276596,84.148936,293.361702,25.548381,1
1246,129.738502,242.21875,111.40625,604.71875,25.646096,1
1247,122.276151,237.6,115.533333,528.6,36.229761,1
1248,145.041958,212.5,97.888889,405.388889,17.464691,1
1249,124.661307,221.561984,101.727273,517.347107,27.331987,1
1250,131.729167,219.619048,95.952381,686.904762,35.15763,1
1251,133.204546,229.636364,107.636364,690.727273,30.591145,1
1252,144.123853,227.5,101.0,633.214286,26.911514,1
1253,135.047739,237.68,105.48,693.96,32.506344,1
1254,114.113464,258.891566,127.686747,640.73494,24.57305,1
1255,141.195313,229.0,109.5,708.5,15.524175,1
1256,129.479167,226.555556,99.666667,571.666667,31.159486,1
1257,138.463788,206.666667,87.488889,394.311111,23.182944,1
1258,139.028344,203.478873,86.802817,479.239437,23.420744,1
1259,141.29712,196.3125,92.020833,556.354167,17.118143,1
1260,84.0625,168.0,75.75,282.75,8.75714,1
1261,146.95625,255.0,126.0,648.5,19.68756,1
1262,121.291667,221.333333,96.333333,520.333333,31.928305,1
1263,143.538023,191.636364,87.151515,415.727273,25.085455,1
1264,117.882952,249.472973,123.567568,595.337838,25.618275,1
1265,121.929348,208.73913,93.26087,706.347826,18.719297,1
1266,116.274419,227.222222,97.703704,595.666667,22.365342,1
1267,104.0,240.0,107.0,713.0,12.723071,1
1268,110.171875,203.0,84.0,364.0,44.815594,1
1269,112.609475,227.469388,97.346939,616.897959,24.711379,1
1270,139.831897,207.62069,94.241379,465.965517,23.98181,1
1271,128.71579,229.0,113.5,794.0,23.057898,1
1272,128.219879,202.619048,87.714286,424.666667,16.988325,1
1273,123.028302,229.4,112.4,559.05,28.970459,1
1274,116.250681,230.768116,110.57971,783.434783,18.856771,1
1275,145.323529,228.666667,101.733333,645.066667,15.560063,1
1276,124.017857,205.857143,91.285714,460.357143,21.349855,1
1277,122.712812,219.780822,97.054795,551.136986,32.880068,1
1278,112.223014,255.387097,122.096774,681.725807,16.731996,1
1279,153.454546,259.857143,133.571429,657.0,22.225193,1
1280,160.447917,260.0,136.0,607.0,14.715827,1
1281,138.467262,211.52381,91.761905,539.666667,31.218853,1
1282,101.729167,209.833333,96.333333,537.833333,18.576232,1
1283,90.613636,227.545455,101.818182,525.727273,17.31669,1
1284,117.686164,205.446429,89.803571,640.196429,27.031061,1
1285,134.041667,230.666667,112.0,760.666667,27.908581,1
1286,120.96875,206.25,94.8,533.4,32.658039,1
1287,146.388393,210.785714,99.214286,572.785714,27.276363,1
1288,137.2,214.6,98.857143,513.742857,22.260719,1
1289,133.877576,217.269231,101.5,733.653846,21.400382,1
1290,162.5,207.0,93.0,690.0,17.701977,1
1291,127.0,226.181818,101.909091,599.0,25.90925,1
1292,126.375767,264.048781,124.02439,714.243902,12.21642,1
1293,144.210227,254.636364,126.090909,622.636364,23.752512,1
1294,118.470468,228.935484,102.290323,657.032258,29.561133,1
1295,140.223684,224.31579,105.631579,559.684211,21.315205,1
1296,93.218391,218.636364,101.818182,739.272727,6.863486,1
1297,132.193182,217.909091,101.090909,653.636364,44.635901,1
1298,118.267857,229.666667,105.142857,690.714286,20.773915,1
1299,117.945355,226.956522,106.130435,611.956522,11.331906,1
1300,137.6,259.75,128.125,692.5,20.303941,1
1301,128.02037,256.676471,121.803922,676.411765,21.061553,1
1302,144.566667,256.0,120.941177,634.882353,31.963322,1
1303,112.535777,250.611111,114.805556,617.305556,23.729231,1
1304,137.148541,224.0,102.583333,448.416667,35.727266,1
1305,123.022727,215.818182,97.727273,418.0,33.884222,1
1306,137.913613,201.833333,90.333333,462.166667,23.075021,1
1307,144.283088,222.823529,102.058824,601.823529,25.148418,1
1308,109.116379,215.37931,101.793103,559.310345,27.658526,1
1309,147.45946,230.714286,108.428571,504.428571,6.966392,1
1310,104.386555,222.066667,100.666667,687.533333,19.881873,1
1311,148.640845,233.222222,106.111111,733.777778,22.710741,1
1312,110.069264,264.103448,123.448276,719.448276,15.937377,1
1313,126.313005,201.714286,90.471429,596.571429,26.085734,1
1314,107.479058,239.5,104.583333,761.833333,14.888416,1
1315,124.4125,218.6,103.4,617.1,14.754321,1
1316,129.229391,201.885714,92.142857,428.6,34.917699,1
1317,153.375,208.5,96.75,499.25,19.868316,1
1318,137.726721,212.935484,95.354839,612.096774,27.75866,1
1319,152.076389,219.0,99.111111,653.777778,21.110526,1
1320,127.892857,222.857143,104.428571,712.142857,15.106425,1
1321,116.043706,212.777778,95.75,515.666667,19.157788,1
1322,131.331041,232.671875,107.953125,629.8125,18.514115,1
1323,154.905063,263.5,125.1,701.1,14.466859,1
1324,140.58631,192.809524,81.666667,343.333333,20.728676,1
1325,120.639423,206.153846,93.230769,510.0,18.971171,1
1326,163.8375,229.8,104.6,625.2,17.412639,1
1327,130.979167,221.0,100.0,601.0,19.815819,1
1328,143.36875,221.5,95.8,608.9,29.31399,1
1329,137.60179,212.464286,97.392857,515.5,30.311142,1
1330,116.669323,265.460317,122.888889,773.873016,16.891649,1
1331,162.675,220.6,99.6,566.6,9.792344,1
1332,132.867442,201.5,84.851852,565.833333,23.267102,1
1333,151.531579,200.083333,89.166667,612.75,32.105187,1
1334,124.781818,223.788462,95.019231,657.653846,20.952777,1
1335,133.895833,232.0,98.0,678.0,19.014614,1
1336,134.055556,208.555556,91.444444,492.888889,22.103014,1
1337,131.4975,270.24,125.72,757.28,20.520975,1
1338,132.639216,222.78125,94.59375,671.96875,30.101651,1
1339,117.780528,223.368421,99.026316,614.81579,33.347993,1
1340,125.896414,209.75,90.25,477.25,33.806203,1
1341,152.375,197.0,83.6,375.0,15.615377,1
1342,126.75974,221.034483,104.965517,491.172414,17.7917,1
1343,116.396768,229.257143,105.4,518.657143,21.955502,1
1344,121.413158,266.25,122.166667,732.854167,14.129793,1
1345,125.29718,253.310345,116.62069,692.103448,17.149133,1
1346,158.03125,238.75,109.5,637.5,26.042033,1
1347,106.048077,229.076923,103.923077,634.846154,31.555718,1
1348,97.854167,224.333333,93.0,658.583333,14.570709,1
1349,97.541667,225.444444,97.555556,687.111111,13.089436,1
1350,114.84399,213.897959,96.346939,553.244898,28.905986,1
1351,118.9375,211.4,96.0,515.6,23.342022,1
1352,136.458333,214.0,104.0,436.0,11.671428,1
1353,157.895833,233.0,104.666667,519.666667,23.25224,1
1354,138.935691,212.589744,94.384615,595.282051,24.610283,1
1355,142.242188,222.75,99.125,609.875,27.625848,1
1356,113.345238,216.904762,96.238095,539.0,24.60767,1
1357,137.716912,210.823529,91.882353,397.764706,25.093872,1
1358,134.484561,200.703704,85.592593,291.296296,15.518209,1
1359,132.277946,204.714286,88.666667,344.952381,18.466124,1
1360,126.468599,205.923077,90.0,358.615385,26.847586,1
1361,165.90625,270.0,123.5,779.0,17.378147,1
1362,113.828571,269.454546,123.090909,782.454546,11.948668,1
1363,139.324766,213.740741,96.740741,565.925926,20.423903,1
1364,147.583333,224.333333,101.333333,627.666667,28.674848,1
1365,117.6875,238.583333,115.041667,616.166667,21.658332,1
1366,114.160511,221.477273,96.931818,735.340909,18.523438,1
1367,123.39375,210.05,90.3,419.7,31.75988,1
1368,167.0,267.0,123.0,733.0,10.307764,1
1369,115.910667,211.87234,95.361702,605.085106,21.614362,1
1370,144.590136,201.783784,93.540541,502.702703,26.431465,1
1371,108.15,190.4,93.2,477.6,21.095971,1
1372,132.158333,217.466667,93.866667,584.866667,17.940147,1
1373,139.6125,211.4,91.3,527.5,26.676769,1
1374,107.931818,269.363636,122.727273,752.0,20.691756,1
1375,122.820323,248.301075,120.150538,688.139785,22.913345,1
1376,115.455729,214.916667,99.0,599.875,23.341665,1
1377,136.320652,216.826087,102.869565,474.217391,32.918528,1
1378,154.4375,254.0,119.0,737.0,30.962679,1
1379,121.369231,197.714286,85.204082,455.897959,30.740371,1
1380,144.895833,255.083333,120.583333,639.833333,21.468323,1
1381,135.763819,225.473684,100.210526,726.842105,26.492407,1
1382,123.175,225.0,99.0,733.6,22.986953,1
1383,131.102757,206.16,90.08,497.12,35.326274,1
1384,117.05625,201.3,88.8,492.0,15.665567,1
1385,141.553623,198.409091,89.545455,444.0,29.20818,1
1386,147.765823,211.8,99.1,439.6,21.434785,1
1387,107.552083,237.0,111.0,632.5,19.955506,1
1388,153.569444,196.0,83.0,421.0,13.491653,1
1389,131.020896,231.261905,108.142857,606.761905,26.084863,1
1390,133.787368,212.566667,96.366667,632.166667,34.412675,1
1391,140.817881,204.894737,93.105263,560.052632,16.603741,1
1392,143.105469,213.8125,96.3125,496.8125,23.218729,1
1393,135.941452,221.259259,102.185185,619.481482,23.307982,1
1394,132.94958,201.4,89.6,455.333333,26.985099,1
1395,110.207824,215.615385,99.230769,562.730769,24.653006,1
1396,115.983553,206.473684,90.578947,539.263158,22.657757,1
1397,119.773703,219.457143,95.428571,512.442857,27.003934,1
1398,138.8388,210.955224,94.343284,459.61194,28.087244,1
1399,121.394922,214.764045,97.651685,487.348315,23.331536,1
1400,119.37747,220.40625,101.9375,545.125,19.118846,1
1401,117.440044,252.626087,125.765217,645.130435,22.586862,1
1402,111.112583,230.842105,101.631579,744.947368,19.240352,1
1403,102.924419,226.363636,99.909091,622.818182,14.092962,1
1404,105.055556,203.555556,89.111111,413.888889,49.116641,1
1405,127.007813,206.0,89.25,444.75,19.406426,1
1406,95.8125,230.625,97.75,564.5,15.825217,1
1407,140.800595,210.666667,89.619048,398.952381,28.27521,1
1408,114.703065,228.909091,102.787879,579.484849,19.233713,1
1409,140.897321,215.071429,98.285714,530.428571,27.087232,1
1410,137.867442,210.333333,91.925926,474.703704,24.203753,1
1411,131.710197,229.057143,101.857143,630.8,19.527563,1
1412,107.413793,219.818182,100.090909,732.636364,10.28519,1
1413,132.319444,226.722222,101.555556,564.833333,27.81381,1
1414,139.84127,228.5,105.0,594.75,23.347578,1
1415,142.492188,229.1875,98.625,571.625,19.624204,1
1416,163.9875,213.6,100.2,480.4,11.016351,1
1417,123.672222,235.176471,102.823529,626.647059,18.909638,1
1418,116.392405,227.9,99.85,583.9,7.55298,1
1419,126.956098,240.262136,113.495146,644.320388,21.356174,1
1420,136.355593,215.0,96.342105,543.368421,23.028481,1
1421,143.194079,226.631579,99.526316,562.684211,20.435697,1
1422,114.873082,231.044444,104.266667,653.911111,22.266888,1
1423,115.505929,232.5,99.5625,584.4375,22.049571,1
1424,96.1375,210.8,95.0,493.2,34.066993,1
1425,159.517046,223.636364,98.909091,556.454546,23.853548,1
1426,155.027778,226.444444,102.555556,562.0,17.751369,1
1427,165.6875,237.0,115.0,674.0,11.648498,1
1428,122.908654,220.615385,96.230769,596.692308,23.367909,1
1429,137.578035,221.818182,104.090909,711.454546,18.401401,1
1430,123.740484,221.725275,99.318681,565.516484,26.086653,1
1431,126.742816,220.159091,100.636364,528.886364,17.735357,1
1432,127.60628,212.0,95.692308,590.576923,34.243386,1
1433,111.996504,215.5,96.055556,567.611111,30.307936,1
1434,144.648305,221.466667,98.2,552.866667,13.63753,1
1435,100.879808,228.230769,102.384615,595.846154,17.022436,1
1436,113.848131,249.0,116.185185,672.962963,25.477228,1
1437,125.888554,216.333333,101.571429,551.476191,23.093814,1
1438,87.3125,227.0,99.0,576.0,10.222524,1
1439,111.746231,233.72,106.04,669.76,22.329747,1
1440,105.733032,234.142857,102.714286,659.142857,16.598654,1
1441,113.117117,233.714286,106.142857,571.714286,21.022825,1
1442,136.175,236.4,99.0,561.0,38.535179,1
1443,119.603261,221.862069,96.62069,620.293103,25.927761,1
1444,139.195402,211.545455,99.545455,516.909091,31.413005,1
1445,139.325253,210.483871,94.064516,496.096774,23.336831,1
1446,130.875,224.0,97.0,454.0,42.984736,1
1447,144.8375,217.666667,98.266667,546.466667,23.924882,1
1448,145.2375,226.0,101.0,593.0,31.745236,1
1449,137.804688,219.0,101.75,522.25,14.670868,1
1450,145.216019,205.115385,92.692308,385.923077,18.612086,1
1451,144.916667,214.833333,98.166667,494.833333,23.287455,1
1452,116.5125,212.8,99.6,413.0,19.414621,1
1453,127.971762,213.441177,93.382353,449.235294,25.425364,1
1454,101.4625,220.8,97.6,530.0,31.537914,1
1455,110.457237,231.0,100.0,517.842105,14.784322,1
1456,133.936061,210.22449,89.387755,428.591837,32.621286,1
1457,137.739583,228.666667,101.0,706.0,23.62026,1
1458,129.48996,207.5,86.5,294.25,11.151653,1
1459,136.21831,199.111111,88.444444,483.222222,37.046517,1
1460,118.125,205.444444,91.111111,528.222222,43.833016,1
1461,129.871345,219.181818,97.090909,594.818182,9.412494,1
1462,123.245192,208.923077,94.076923,432.384615,25.457471,1
1463,130.809264,207.26087,92.652174,383.173913,26.830632,1
1464,120.695067,212.285714,96.0,438.428571,24.883094,1
1465,127.875415,240.526316,114.342105,617.157895,25.49814,1
1466,117.874074,205.823529,88.235294,478.823529,23.938936,1
1467,115.55,213.125,93.791667,561.125,42.949825,1
1468,137.291971,229.023256,106.697674,568.651163,17.512817,1
1469,111.109375,226.0,100.0,717.0,9.287088,1
1470,130.91345,195.592593,86.962963,422.0,18.439089,1
1471,174.958333,216.0,98.0,541.0,7.586538,1
1472,162.223214,209.0,89.857143,622.428571,15.699994,1
1473,114.392569,240.820513,119.384615,688.666667,11.313592,1
1474,129.45,221.088235,100.147059,403.411765,22.207986,1
1475,136.908789,188.868421,79.657895,279.947368,16.888772,1
1476,132.929688,195.0,84.0,290.5,7.696387,1
1477,133.68207,229.823529,103.470588,730.294118,22.92473,1
1478,113.736364,202.0,91.142857,414.428571,5.890151,1
1479,118.235294,219.411765,104.058824,574.294118,12.970555,1
1480,133.314961,208.875,93.9375,650.6875,19.386589,1
1481,113.132813,232.083333,106.166667,782.958333,30.467167,1
1482,114.588697,198.95,91.1,495.75,23.416821,1
1483,108.548077,211.153846,96.384615,659.461539,21.766648,1
