,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,TARGET
2871,193.0,22.0,8.0,5.0,387.0,2364.0,0.02,62.71,37.7,148252.29,0.79,8236.24,29.0,40.0,214.0,173.0,43.0,False
2872,45.0,19.0,15.0,1.0,142.0,801.43,0.05,21.72,36.89,17410.32,0.27,967.24,21.0,29.0,82.0,60.0,37.0,False
2873,34.0,1.0,1.0,1.0,110.0,559.62,0.1,9.8,57.08,5486.72,0.19,304.82,11.0,23.0,69.0,41.0,1.0,False
2874,7.0,1.0,1.0,1.0,23.0,82.45,0.25,4.0,20.61,329.82,0.03,18.32,6.0,6.0,15.0,8.0,1.0,False
2875,29.0,1.0,1.0,1.0,58.0,262.37,0.29,3.47,75.56,911.0,0.09,50.61,5.0,18.0,33.0,25.0,1.0,False
2876,12.0,4.0,3.0,3.0,27.0,112.59,0.15,6.87,16.37,774.04,0.04,43.0,10.0,8.0,16.0,11.0,7.0,False
2877,17.0,2.0,1.0,1.0,54.0,250.77,0.1,9.75,25.72,2444.99,0.08,135.83,13.0,12.0,36.0,18.0,3.0,False
2878,9.0,3.0,1.0,1.0,15.0,53.77,0.17,6.0,8.96,322.65,0.02,17.92,8.0,4.0,9.0,6.0,5.0,False
2879,26.0,10.0,9.0,2.0,79.0,371.33,0.03,34.88,10.65,12950.3,0.12,719.46,18.0,8.0,48.0,31.0,19.0,False
2880,20.0,7.0,6.0,2.0,54.0,253.82,0.04,24.75,10.26,6282.14,0.08,349.01,18.0,8.0,32.0,22.0,13.0,False
2881,7.0,1.0,1.0,1.0,15.0,51.89,0.5,2.0,25.95,103.78,0.02,5.77,4.0,7.0,8.0,7.0,1.0,False
2882,46.0,5.0,1.0,2.0,141.0,734.53,0.06,17.05,43.09,12520.45,0.24,695.58,15.0,22.0,91.0,50.0,7.0,False
2883,34.0,4.0,1.0,3.0,74.0,351.86,0.09,10.66,33.02,3749.53,0.12,208.31,11.0,16.0,43.0,31.0,7.0,False
2884,54.0,7.0,1.0,4.0,174.0,996.66,0.08,12.0,83.05,11959.9,0.33,664.44,12.0,41.0,92.0,82.0,13.0,False
2885,6.0,1.0,1.0,1.0,24.0,96.0,0.37,2.73,35.2,261.82,0.03,14.55,5.0,11.0,12.0,12.0,1.0,False
2886,25.0,2.0,1.0,2.0,70.0,356.12,0.13,7.64,46.64,2719.48,0.12,151.08,12.0,22.0,42.0,28.0,3.0,False
2887,5.0,1.0,1.0,1.0,13.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,4.0,5.0,7.0,6.0,1.0,False
2888,8.0,1.0,1.0,1.0,11.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,4.0,4.0,7.0,4.0,1.0,False
2889,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
2890,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
2891,5.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,5.0,4.0,7.0,4.0,1.0,False
2892,18.0,7.0,7.0,3.0,54.0,247.59,0.11,9.0,27.51,2228.29,0.08,123.79,12.0,12.0,36.0,18.0,13.0,False
2893,26.0,2.0,1.0,2.0,69.0,331.71,0.14,7.34,45.18,2435.43,0.11,135.3,9.0,19.0,38.0,31.0,3.0,False
2894,15.0,3.0,1.0,3.0,33.0,132.0,0.15,6.5,20.31,858.0,0.04,47.67,8.0,8.0,20.0,13.0,5.0,False
2895,18.0,3.0,3.0,2.0,36.0,160.54,0.1,10.5,15.29,1685.67,0.05,93.65,14.0,8.0,24.0,12.0,5.0,False
2896,14.0,3.0,3.0,2.0,33.0,144.95,0.1,9.75,14.87,1413.23,0.05,78.51,13.0,8.0,21.0,12.0,5.0,False
2897,15.0,3.0,1.0,3.0,46.0,213.62,0.1,10.29,20.76,2198.48,0.07,122.14,13.0,12.0,27.0,19.0,5.0,False
2898,18.0,3.0,1.0,3.0,45.0,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,11.0,12.0,26.0,19.0,5.0,False
2899,31.0,5.0,1.0,5.0,117.0,626.83,0.05,19.0,32.99,11909.84,0.21,661.66,19.0,22.0,73.0,44.0,9.0,False
2900,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
2901,29.0,5.0,1.0,3.0,128.0,634.14,0.06,17.05,37.19,10812.04,0.21,600.67,11.0,20.0,66.0,62.0,9.0,False
2902,15.0,3.0,1.0,3.0,45.0,206.32,0.11,9.5,21.72,1960.07,0.07,108.89,12.0,12.0,26.0,19.0,5.0,False
2903,69.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,False
2904,37.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
2905,80.0,9.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,False
2906,82.0,13.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False
2907,42.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,False
2908,12.0,1.0,1.0,1.0,24.0,96.0,0.2,5.0,19.2,480.0,0.03,26.67,8.0,8.0,14.0,10.0,1.0,False
2909,22.0,3.0,1.0,3.0,98.0,494.35,0.08,12.89,38.34,6374.52,0.16,354.14,14.0,19.0,63.0,35.0,5.0,False
2910,4.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,8.0,8.0,0.0,0.44,2.0,2.0,2.0,2.0,1.0,False
2911,19.0,2.0,1.0,2.0,26.0,98.99,0.19,5.33,18.56,527.95,0.03,29.33,8.0,6.0,18.0,8.0,3.0,False
2912,13.0,2.0,1.0,2.0,23.0,87.57,0.21,4.67,18.76,408.66,0.03,22.7,8.0,6.0,16.0,7.0,3.0,False
2913,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,3.0,1.0,3.0,1.0,1.0,False
2914,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
2915,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,4.0,3.0,4.0,3.0,1.0,False
2916,15.0,2.0,1.0,2.0,30.0,120.0,0.17,6.0,20.0,720.0,0.04,40.0,8.0,8.0,18.0,12.0,3.0,False
2917,5.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3.0,3.0,5.0,3.0,1.0,False
2918,43.0,7.0,1.0,4.0,161.0,797.63,0.06,17.33,46.04,13818.86,0.27,767.71,11.0,20.0,98.0,63.0,13.0,False
2919,20.0,1.0,1.0,1.0,177.0,800.67,0.09,11.11,72.06,8896.34,0.27,494.24,5.0,18.0,97.0,80.0,1.0,False
2920,25.0,6.0,4.0,3.0,89.0,467.07,0.05,19.94,23.43,9312.12,0.16,517.34,22.0,16.0,60.0,29.0,11.0,False
2921,18.0,1.0,1.0,1.0,36.0,140.65,0.2,5.0,28.13,703.24,0.05,39.07,6.0,9.0,21.0,15.0,1.0,False
2922,11.0,2.0,1.0,1.0,23.0,89.86,0.16,6.29,14.3,564.82,0.03,31.38,8.0,7.0,12.0,11.0,3.0,False
2923,40.0,7.0,1.0,7.0,126.0,695.97,0.06,16.71,41.66,11627.48,0.23,645.97,17.0,29.0,69.0,57.0,9.0,False
2924,69.0,12.0,1.0,12.0,237.0,1394.19,0.04,28.21,49.43,39323.21,0.46,2184.62,20.0,39.0,127.0,110.0,13.0,False
2925,7.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,4.0,7.0,8.0,8.0,1.0,False
2926,12.0,1.0,1.0,1.0,51.0,227.43,0.19,5.37,42.38,1220.55,0.08,67.81,7.0,15.0,28.0,23.0,1.0,False
2927,82.0,14.0,8.0,7.0,180.0,976.73,0.06,16.68,58.55,16295.07,0.33,905.28,13.0,30.0,103.0,77.0,27.0,False
2928,29.0,3.0,1.0,3.0,78.0,393.46,0.11,8.75,44.97,3442.8,0.13,191.27,11.0,22.0,43.0,35.0,5.0,False
2929,28.0,3.0,1.0,3.0,43.0,185.84,0.09,11.61,16.01,2157.84,0.06,119.88,11.0,9.0,24.0,19.0,5.0,False
2930,6.0,1.0,1.0,1.0,25.0,86.49,0.2,5.0,17.3,432.43,0.03,24.02,5.0,6.0,13.0,12.0,1.0,False
2931,20.0,3.0,1.0,2.0,33.0,137.61,0.1,10.21,13.47,1405.56,0.05,78.09,11.0,7.0,20.0,13.0,5.0,False
2932,45.0,8.0,8.0,3.0,203.0,1194.18,0.03,30.03,39.77,35858.47,0.4,1992.14,23.0,36.0,109.0,94.0,15.0,False
2933,6.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3.0,3.0,5.0,4.0,1.0,False
2934,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,3.0,2.0,3.0,2.0,1.0,False
2935,87.0,4.0,1.0,3.0,143.0,775.96,0.08,11.92,65.12,9246.81,0.26,513.71,13.0,30.0,88.0,55.0,7.0,False
2936,37.0,7.0,6.0,3.0,94.0,530.52,0.06,17.46,30.38,9264.49,0.18,514.69,23.0,27.0,53.0,41.0,13.0,False
2937,70.0,12.0,9.0,8.0,213.0,1263.25,0.03,30.57,41.33,38612.14,0.42,2145.12,23.0,38.0,112.0,101.0,23.0,False
2938,40.0,11.0,11.0,7.0,53.0,225.14,0.12,8.55,26.33,1924.95,0.08,106.94,9.0,10.0,34.0,19.0,21.0,False
2939,77.0,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
2940,17.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,False
2941,101.0,6.0,1.0,4.0,299.0,1838.77,0.05,22.19,82.85,40810.58,0.61,2267.25,17.0,54.0,158.0,141.0,11.0,False
2942,51.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
2943,57.0,10.0,1.0,5.0,171.0,974.78,0.05,20.91,46.61,20384.27,0.32,1132.46,18.0,34.0,92.0,79.0,19.0,False
2944,55.0,11.0,3.0,7.0,164.0,900.66,0.04,23.33,38.6,21015.49,0.3,1167.53,18.0,27.0,94.0,70.0,21.0,False
2945,11.0,4.0,4.0,1.0,26.0,104.0,0.11,9.17,11.35,953.33,0.03,52.96,10.0,6.0,15.0,11.0,7.0,False
2946,137.0,23.0,5.0,13.0,448.0,2727.18,0.02,48.81,55.87,133116.85,0.91,7395.38,23.0,45.0,257.0,191.0,45.0,False
2947,24.0,4.0,1.0,3.0,47.0,212.61,0.09,11.45,18.56,2435.32,0.07,135.3,12.0,11.0,26.0,21.0,7.0,False
2948,30.0,5.0,5.0,1.0,68.0,343.02,0.05,20.77,16.52,7124.24,0.11,395.79,20.0,13.0,43.0,27.0,9.0,False
2949,27.0,3.0,1.0,3.0,60.0,294.41,0.1,10.5,28.04,3091.34,0.1,171.74,14.0,16.0,36.0,24.0,4.0,False
2950,21.0,4.0,1.0,2.0,41.0,185.47,0.09,11.05,16.78,2049.4,0.06,113.86,13.0,10.0,24.0,17.0,7.0,False
2951,31.0,7.0,5.0,3.0,85.0,417.09,0.05,19.0,21.95,7924.63,0.14,440.26,15.0,15.0,47.0,38.0,13.0,False
2952,25.0,5.0,5.0,3.0,54.0,253.82,0.06,16.36,15.51,4153.47,0.08,230.75,15.0,11.0,30.0,24.0,9.0,False
2953,47.0,10.0,9.0,4.0,194.0,1150.56,0.03,29.34,39.21,33760.81,0.38,1875.6,26.0,35.0,116.0,79.0,19.0,False
2954,25.0,4.0,4.0,3.0,54.0,256.76,0.08,12.92,19.87,3318.18,0.09,184.34,14.0,13.0,30.0,24.0,7.0,False
2955,32.0,6.0,1.0,2.0,81.0,393.5,0.06,17.68,22.26,6956.46,0.13,386.47,15.0,14.0,48.0,33.0,11.0,False
2956,17.0,3.0,1.0,2.0,22.0,88.0,0.17,5.79,15.21,509.14,0.03,28.29,9.0,7.0,13.0,9.0,5.0,False
2957,11.0,2.0,1.0,1.0,19.0,72.34,0.19,5.4,13.4,390.63,0.02,21.7,9.0,5.0,13.0,6.0,3.0,False
2958,13.0,5.0,1.0,5.0,22.0,81.41,0.24,4.08,19.94,332.42,0.03,18.47,7.0,6.0,15.0,7.0,9.0,False
2959,72.0,10.0,1.0,5.0,220.0,1215.18,0.02,40.0,30.38,48607.35,0.41,2700.41,23.0,23.0,140.0,80.0,19.0,False
2960,10.0,2.0,1.0,1.0,29.0,123.19,0.22,4.5,27.38,554.35,0.04,30.8,9.0,10.0,19.0,10.0,3.0,False
2961,18.0,3.0,3.0,2.0,38.0,176.47,0.08,12.44,14.18,2196.03,0.06,122.0,16.0,9.0,24.0,14.0,5.0,False
2962,34.0,5.0,1.0,1.0,78.0,370.88,0.07,14.39,25.77,5338.04,0.12,296.56,13.0,14.0,47.0,31.0,7.0,False
2963,206.0,47.0,25.0,21.0,572.0,3704.12,0.01,92.24,40.16,341686.13,1.23,18982.56,40.0,49.0,346.0,226.0,86.0,False
2964,10.0,3.0,3.0,2.0,33.0,144.95,0.09,11.38,12.74,1648.77,0.05,91.6,13.0,8.0,19.0,14.0,5.0,False
2965,17.0,4.0,3.0,1.0,40.0,180.94,0.07,14.06,12.87,2544.5,0.06,141.36,15.0,8.0,25.0,15.0,7.0,False
2966,15.0,4.0,3.0,1.0,42.0,192.57,0.05,19.43,9.91,3741.33,0.06,207.85,17.0,7.0,26.0,16.0,7.0,False
2967,43.0,14.0,10.0,1.0,132.0,687.65,0.04,26.92,25.55,18509.19,0.23,1028.29,18.0,18.0,86.0,51.0,27.0,False
2968,8.0,2.0,1.0,2.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,4.0,6.0,4.0,3.0,False
2969,21.0,3.0,3.0,1.0,37.0,159.91,0.12,8.56,18.69,1368.13,0.05,76.01,11.0,9.0,23.0,14.0,5.0,False
2970,45.0,8.0,6.0,6.0,146.0,777.0,0.05,20.67,37.6,16058.03,0.26,892.11,16.0,24.0,84.0,62.0,15.0,False
2971,26.0,7.0,6.0,4.0,47.0,209.59,0.13,7.92,26.47,1659.28,0.07,92.18,10.0,12.0,28.0,19.0,13.0,False
2972,27.0,7.0,3.0,2.0,52.0,260.0,0.07,14.62,17.79,3800.0,0.09,211.11,19.0,13.0,32.0,20.0,13.0,False
2973,43.0,7.0,1.0,1.0,83.0,399.01,0.05,20.67,19.31,8246.21,0.13,458.12,16.0,12.0,52.0,31.0,13.0,False
2974,32.0,5.0,1.0,3.0,92.0,471.89,0.06,15.58,30.28,7353.68,0.16,408.54,17.0,18.0,59.0,33.0,9.0,False
2975,11.0,5.0,3.0,3.0,40.0,163.5,0.07,14.4,11.35,2354.38,0.05,130.8,12.0,5.0,28.0,12.0,9.0,False
2976,35.0,12.0,12.0,8.0,130.0,618.14,0.04,26.18,23.61,16183.91,0.21,899.11,16.0,11.0,94.0,36.0,23.0,False
2977,51.0,8.0,1.0,6.0,169.0,943.86,0.04,25.28,37.34,23858.65,0.31,1325.48,21.0,27.0,104.0,65.0,15.0,False
2978,8.0,4.0,3.0,2.0,22.0,89.92,0.18,5.71,15.74,513.85,0.03,28.55,10.0,7.0,14.0,8.0,7.0,False
2979,22.0,4.0,1.0,3.0,74.0,343.65,0.06,16.14,21.27,5551.19,0.11,308.4,12.0,13.0,39.0,35.0,7.0,False
2980,44.0,10.0,8.0,7.0,208.0,1243.27,0.04,26.74,46.5,33242.04,0.41,1846.78,23.0,40.0,115.0,93.0,19.0,False
2981,15.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
2982,13.0,4.0,1.0,4.0,26.0,104.0,0.1,10.0,10.4,1040.0,0.03,57.78,10.0,6.0,14.0,12.0,7.0,False
2983,12.0,3.0,3.0,1.0,22.0,78.87,0.13,7.5,10.52,591.52,0.03,32.86,9.0,3.0,17.0,5.0,5.0,False
2984,75.0,12.0,1.0,12.0,335.0,1986.8,0.02,45.09,44.06,89588.86,0.66,4977.16,23.0,38.0,186.0,149.0,14.0,False
2985,51.0,8.0,1.0,6.0,112.0,520.11,0.05,18.92,27.49,9842.12,0.17,546.78,12.0,13.0,71.0,41.0,15.0,False
2986,30.0,7.0,1.0,5.0,99.0,465.34,0.05,19.0,24.49,8841.53,0.16,491.2,13.0,13.0,61.0,38.0,13.0,False
2987,17.0,3.0,1.0,3.0,29.0,110.41,0.22,4.5,24.54,496.86,0.04,27.6,7.0,7.0,20.0,9.0,5.0,False
2988,25.0,3.0,1.0,1.0,50.0,240.37,0.08,13.33,18.03,3204.9,0.08,178.05,16.0,12.0,30.0,20.0,5.0,False
2989,14.0,3.0,1.0,2.0,28.0,116.76,0.11,9.43,12.38,1100.86,0.04,61.16,11.0,7.0,16.0,12.0,5.0,False
2990,22.0,5.0,4.0,3.0,79.0,395.0,0.05,18.64,21.19,7363.93,0.13,409.11,18.0,14.0,50.0,29.0,9.0,False
2991,21.0,4.0,1.0,3.0,43.0,185.84,0.12,8.18,22.71,1520.53,0.06,84.47,9.0,11.0,23.0,20.0,7.0,False
2992,79.0,8.0,4.0,2.0,200.0,1098.37,0.04,26.0,42.25,28557.64,0.37,1586.54,18.0,27.0,122.0,78.0,15.0,False
2993,39.0,13.0,9.0,2.0,106.0,548.01,0.04,22.5,24.36,12330.27,0.18,685.02,20.0,16.0,72.0,36.0,25.0,False
2994,8.0,4.0,3.0,1.0,24.0,100.08,0.13,8.0,12.51,800.63,0.03,44.48,12.0,6.0,16.0,8.0,7.0,False
2995,15.0,6.0,3.0,2.0,55.0,279.81,0.07,14.29,19.59,3997.29,0.09,222.07,20.0,14.0,35.0,20.0,11.0,False
2996,13.0,3.0,1.0,3.0,29.0,118.54,0.14,7.31,16.21,866.8,0.04,48.16,9.0,8.0,16.0,13.0,5.0,False
2997,34.0,13.0,8.0,2.0,137.0,769.22,0.06,16.47,46.71,12668.01,0.26,703.78,17.0,32.0,75.0,62.0,25.0,False
2998,56.0,12.0,12.0,7.0,236.0,1288.43,0.03,32.0,40.26,41229.63,0.43,2290.53,16.0,28.0,124.0,112.0,23.0,False
2999,8.0,5.0,3.0,1.0,27.0,116.69,0.13,7.5,15.56,875.19,0.04,48.62,12.0,8.0,17.0,10.0,9.0,False
3000,13.0,4.0,3.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,12.0,6.0,17.0,8.0,7.0,False
3001,13.0,4.0,3.0,1.0,25.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,12.0,6.0,17.0,8.0,7.0,False
3002,7.0,2.0,1.0,2.0,9.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,5.0,3.0,6.0,3.0,3.0,False
3003,57.0,7.0,7.0,7.0,189.0,1025.56,0.03,31.98,32.07,32794.73,0.34,1821.93,21.0,22.0,122.0,67.0,13.0,False
3004,26.0,3.0,1.0,3.0,61.0,272.03,0.09,11.67,23.32,3173.63,0.09,176.31,10.0,12.0,33.0,28.0,5.0,False
3005,21.0,8.0,1.0,3.0,94.0,412.88,0.04,24.67,16.74,10184.32,0.14,565.8,12.0,9.0,57.0,37.0,15.0,False
3006,19.0,4.0,1.0,2.0,46.0,210.91,0.08,11.9,17.72,2509.81,0.07,139.43,14.0,10.0,29.0,17.0,7.0,False
3007,57.0,14.0,14.0,5.0,162.0,850.16,0.03,36.67,23.19,31172.69,0.28,1731.82,20.0,18.0,96.0,66.0,27.0,False
3008,14.0,3.0,3.0,2.0,30.0,122.62,0.12,8.44,14.53,1034.64,0.04,57.48,9.0,8.0,15.0,15.0,5.0,False
3009,57.0,14.0,13.0,6.0,222.0,1336.97,0.03,34.43,38.83,46034.98,0.45,2557.5,28.0,37.0,132.0,91.0,27.0,False
3010,36.0,7.0,7.0,2.0,76.0,389.83,0.04,25.38,15.36,9895.57,0.13,549.75,22.0,13.0,46.0,30.0,13.0,False
3011,23.0,6.0,6.0,4.0,71.0,341.32,0.06,16.67,20.48,5688.7,0.11,316.04,16.0,12.0,46.0,25.0,11.0,False
3012,15.0,4.0,1.0,2.0,29.0,120.93,0.12,8.64,13.99,1045.16,0.04,58.06,11.0,7.0,18.0,11.0,7.0,False
3013,22.0,7.0,5.0,2.0,65.0,315.77,0.05,20.54,15.37,6486.42,0.11,360.36,17.0,12.0,36.0,29.0,13.0,False
3014,18.0,9.0,9.0,1.0,90.0,423.04,0.03,28.8,14.69,12183.54,0.14,676.86,16.0,10.0,55.0,36.0,17.0,False
3015,42.0,15.0,14.0,2.0,169.0,893.23,0.02,43.84,20.37,39162.68,0.3,2175.7,23.0,16.0,110.0,61.0,29.0,False
3016,8.0,2.0,1.0,1.0,15.0,53.77,0.29,3.5,15.36,188.21,0.02,10.46,7.0,5.0,10.0,5.0,3.0,False
3017,17.0,6.0,5.0,1.0,37.0,148.0,0.1,10.29,14.39,1522.29,0.05,84.57,9.0,7.0,21.0,16.0,11.0,False
3018,59.0,17.0,14.0,9.0,249.0,1578.62,0.05,22.21,71.09,35056.31,0.53,1947.57,23.0,58.0,137.0,112.0,33.0,False
3019,9.0,4.0,1.0,2.0,16.0,59.21,0.21,4.8,12.33,284.19,0.02,15.79,8.0,5.0,10.0,6.0,7.0,False
3020,90.0,10.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,False
3021,108.0,16.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,False
3022,9.0,3.0,1.0,2.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,6.0,5.0,7.0,5.0,5.0,False
3023,12.0,4.0,3.0,2.0,30.0,135.71,0.11,9.38,14.48,1272.25,0.05,70.68,15.0,8.0,20.0,10.0,7.0,False
3024,8.0,2.0,1.0,2.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,5.0,4.0,6.0,4.0,3.0,False
3025,69.0,14.0,4.0,6.0,235.0,1352.4,0.04,22.95,58.93,31033.99,0.45,1724.11,16.0,38.0,126.0,109.0,27.0,False
3026,43.0,8.0,5.0,4.0,133.0,687.6,0.04,22.82,30.14,15688.14,0.23,871.56,17.0,19.0,82.0,51.0,15.0,False
3027,49.0,9.0,1.0,6.0,100.0,512.92,0.08,13.3,38.58,6819.61,0.17,378.87,13.0,22.0,55.0,45.0,17.0,False
3028,62.0,19.0,15.0,11.0,305.0,1738.63,0.03,34.55,50.32,60067.0,0.58,3337.06,21.0,31.0,203.0,102.0,37.0,False
3029,25.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,False
3030,30.0,5.0,3.0,3.0,65.0,322.02,0.08,13.13,24.54,4226.55,0.11,234.81,15.0,16.0,37.0,28.0,9.0,False
3031,93.0,5.0,4.0,4.0,194.0,970.0,0.03,28.78,33.71,27914.44,0.32,1550.8,14.0,18.0,120.0,74.0,9.0,False
3032,64.0,10.0,1.0,7.0,206.0,1201.58,0.04,26.72,44.97,32106.8,0.4,1783.71,23.0,34.0,127.0,79.0,19.0,False
3033,30.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,False
3034,50.0,13.0,4.0,1.0,97.0,509.05,0.04,23.33,21.82,11877.81,0.17,659.88,20.0,18.0,55.0,42.0,22.0,False
3035,88.0,16.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,False
3036,12.0,4.0,3.0,2.0,29.0,129.32,0.11,8.75,14.78,1131.58,0.04,62.87,14.0,8.0,19.0,10.0,7.0,False
3037,9.0,4.0,3.0,2.0,28.0,124.86,0.11,8.75,14.27,1092.56,0.04,60.7,14.0,8.0,18.0,10.0,7.0,False
3038,70.0,1.0,1.0,1.0,102.0,461.4,0.1,10.4,44.37,4798.59,0.15,266.59,8.0,15.0,63.0,39.0,1.0,False
3039,29.0,3.0,1.0,3.0,76.0,361.37,0.07,14.4,25.1,5203.75,0.12,289.1,12.0,15.0,40.0,36.0,5.0,False
3040,26.0,6.0,6.0,5.0,62.0,294.8,0.07,13.46,21.9,3969.31,0.1,220.52,13.0,14.0,33.0,29.0,11.0,False
3041,11.0,3.0,1.0,3.0,15.0,49.83,0.4,2.5,19.93,124.57,0.02,6.92,5.0,5.0,10.0,5.0,5.0,False
3042,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False
3043,21.0,4.0,4.0,3.0,39.0,178.81,0.12,8.5,21.04,1519.92,0.06,84.44,12.0,12.0,22.0,17.0,7.0,False
3044,136.0,13.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,False
3045,214.0,24.0,11.0,10.0,579.0,3855.1,0.02,51.15,75.36,197199.3,1.29,10955.52,29.0,72.0,325.0,254.0,47.0,False
3046,14.0,4.0,4.0,4.0,36.0,144.0,0.12,8.36,17.23,1203.43,0.05,66.86,9.0,7.0,23.0,13.0,7.0,False
3047,204.0,18.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,False
3048,10.0,3.0,1.0,2.0,22.0,85.95,0.12,8.25,10.42,709.1,0.03,39.39,9.0,6.0,11.0,11.0,5.0,False
3049,44.0,5.0,1.0,5.0,143.0,750.45,0.07,15.34,48.92,11511.96,0.25,639.55,13.0,25.0,84.0,59.0,9.0,False
3050,17.0,8.0,6.0,5.0,35.0,148.68,0.11,8.94,16.64,1328.8,0.05,73.82,11.0,8.0,22.0,13.0,15.0,False
3051,30.0,2.0,1.0,2.0,82.0,420.6,0.09,11.0,38.24,4626.61,0.14,257.02,14.0,21.0,49.0,33.0,3.0,False
3052,15.0,4.0,1.0,3.0,65.0,312.48,0.08,13.0,24.04,4062.21,0.1,225.68,14.0,14.0,39.0,26.0,7.0,False
3053,95.0,21.0,21.0,8.0,409.0,2271.83,0.02,52.22,43.5,118639.85,0.76,6591.1,20.0,27.0,268.0,141.0,41.0,False
3054,19.0,6.0,3.0,2.0,61.0,302.21,0.08,11.94,25.31,3608.69,0.1,200.48,14.0,17.0,32.0,29.0,11.0,False
3055,20.0,7.0,1.0,4.0,69.0,328.09,0.05,21.25,15.44,6971.85,0.11,387.33,17.0,10.0,44.0,25.0,13.0,False
3056,20.0,4.0,4.0,1.0,37.0,148.0,0.06,15.4,9.61,2279.2,0.05,126.62,11.0,5.0,23.0,14.0,7.0,False
3057,20.0,4.0,4.0,1.0,38.0,158.46,0.1,10.0,15.85,1584.57,0.05,88.03,10.0,8.0,22.0,16.0,7.0,False
3058,64.0,1.0,1.0,1.0,167.0,869.98,0.04,26.53,32.8,23077.33,0.29,1282.07,18.0,19.0,111.0,56.0,25.0,False
